page,line,text,zh-CN,en,es,es-ES,pt-BR,pt-PT,ja,ru,de,fr,ko,pl,it,nl,tr,th,id,vi,sv,cs
docs/services/deepl.md,41,2. 回到 Stream Toolkit，貼入對應的 **DeepL API Key** 欄位,2. 回到 Stream Toolkit，贴入对应的 **DeepL API Key** 栏位,2. Return to Stream Toolkit and paste it into the corresponding **DeepL API Key** field,2. Vuelve a Stream Toolkit y pégalo en el campo **DeepL API Key** correspondiente,2. Vuelve a Stream Toolkit y pégalo en el campo **DeepL API Key** correspondiente,2. Volte para o Stream Toolkit e cole no campo **DeepL API Key** correspondente,2. Volte para o Stream Toolkit e cole no campo **DeepL API Key** correspondente,2. Stream Toolkit に戻り、対応する **DeepL API Key** 欄に貼り付けます,2. Вернитесь в Stream Toolkit и вставьте в соответствующее поле **DeepL API Key**,2. Kehren Sie zu Stream Toolkit zurück und fügen Sie es in das entsprechende Feld **DeepL API Key** ein,2. Retournez dans Stream Toolkit et collez-le dans le champ **DeepL API Key** correspondant,2. Stream Toolkit으로 돌아가 해당 **DeepL API Key** 필드에 붙여넣으세요,2. Wróć do Stream Toolkit i wklej w odpowiednie pole **DeepL API Key**,2. Torna a Stream Toolkit e incollalo nel campo **DeepL API Key** corrispondente,2. Ga terug naar Stream Toolkit en plak het in het bijbehorende **DeepL API Key**-veld,2. Stream Toolkit'e dönün ve ilgili **DeepL API Key** alanına yapıştırın,2. กลับไปที่ Stream Toolkit และวางลงในช่อง **DeepL API Key** ที่เกี่ยวข้อง,2. Kembali ke Stream Toolkit dan tempel ke kolom **DeepL API Key** yang sesuai,2. Quay lại Stream Toolkit và dán vào trường **DeepL API Key** tương ứng,2. Gå tillbaka till Stream Toolkit och klistra in i motsvarande **DeepL API Key**-fält,2. Vraťte se do Stream Toolkit a vložte jej do odpovídajícího pole **DeepL API Key**
docs/services/deepl.md,45,## 常見問題,## 常见问题,## FAQ,## Preguntas frecuentes,## Preguntas frecuentes,## Perguntas Frequentes,## Perguntas Frequentes,## よくある質問,## Часто задаваемые вопросы,## Häufig gestellte Fragen (FAQ),## Questions fréquentes,## 자주 묻는 질문,## Najczęściej zadawane pytania,## Domande frequenti,## Veelgestelde vragen,## Sıkça Sorulan Sorular,## คำถามที่พบบ่อย,## Pertanyaan Umum,## Câu hỏi thường gặp,## Vanliga frågor,## Často kladené otázky
docs/services/deepl.md,47,**Q：DeepL 免費試用版有用量限制嗎？**,**Q：DeepL 免费试用版有用量限制吗？**,**Q: Does the DeepL free trial have usage limits?**,**Q: ¿Tiene límites de uso la versión de prueba gratuita de DeepL?**,**Q: ¿Tiene límites de uso la versión de prueba gratuita de DeepL?**,**Q: A versão de avaliação gratuita do DeepL tem limites de uso?**,**Q: A versão de avaliação gratuita do DeepL tem limites de uso?**,**Q：DeepL の無料トライアルには使用制限がありますか？**,**Q: Есть ли ограничения на использование в бесплатной пробной версии DeepL?**,**Q: Hat die kostenlose Testversion von DeepL Nutzungsgrenzen?**,**Q : La version d'essai gratuite de DeepL a-t-elle des limites d'utilisation ?**,**Q: DeepL 무료 체험판에 사용량 제한이 있나요?**,**Q: Czy bezpłatna wersja próbna DeepL ma limity użycia?**,**Q: La versione di prova gratuita di DeepL ha limiti di utilizzo?**,**Q: Heeft de gratis proefversie van DeepL gebruikslimieten?**,**Q: DeepL ücretsiz deneme sürümünün kullanım limitleri var mı?**,**Q: DeepL รุ่นทดลองใช้ฟรีมีขีดจำกัดการใช้งานหรือไม่?**,**Q: Apakah uji coba gratis DeepL memiliki batas penggunaan?**,**Q: Phiên bản dùng thử miễn phí của DeepL có giới hạn sử dụng không?**,**Q: Har DeepL:s gratis testversion användningsgränser?**,**Q: Má bezplatná zkušební verze DeepL limity použití?**
docs/services/deepl.md,48,"有。免費試用版提供 1,000,000 字元額度，且僅限一個月內使用。如需持續使用高品質翻譯，請自行訂閱 DeepL 付費方案。","有。免费试用版提供 1,000,000 字元额度，且仅限一个月内使用。如需持续使用高质量翻译，请自行订阅 DeepL 付费方案。","Yes. The free trial provides a 1,000,000 character quota and is limited to one month. For continued use of high-quality translation, please subscribe to a DeepL paid plan.","Sí. La versión de prueba gratuita ofrece un límite de 1,000,000 de caracteres y está limitada a un mes. Para seguir utilizando traducciones de alta calidad, suscríbete a un plan de pago de DeepL.","Sí. La versión de prueba gratuita ofrece un límite de 1,000,000 de caracteres y está limitada a un mes. Para seguir utilizando traducciones de alta calidad, suscríbete a un plan de pago de DeepL.","Sim. A versão de avaliação gratuita oferece uma cota de 1.000.000 de caracteres e é limitada a um mês. Para continuar usando a tradução de alta qualidade, assine um plano pago do DeepL.","Sim. A versão de avaliação gratuita oferece uma quota de 1.000.000 de caracteres e está limitada a um mês. Para continuar a utilizar uma tradução de alta qualidade, subscreva um plano pago do DeepL.","はい。無料トライアルでは 1,000,000 文字の割り当てがあり、1ヶ月以内の使用に限られます。高品質な翻訳を継続して使用するには、DeepL の有料プランに登録してください。","Да. Бесплатная пробная версия предоставляет квоту в 1 000 000 символов и ограничена одним месяцем использования. Для продолжения использования высококачественного перевода, пожалуйста, оформите платную подписку DeepL.",Ja. Die kostenlose Testversion bietet ein Kontingent von 1.000.000 Zeichen und ist auf einen Monat begrenzt. Für eine kontinuierliche Nutzung hochwertiger Übersetzungen abonnieren Sie bitte einen kostenpflichtigen DeepL-Plan.,"Oui. La version d'essai gratuite offre un quota de 1 000 000 de caractères et est limitée à un mois. Pour continuer à bénéficier de traductions de haute qualité, veuillez souscrire à un abonnement payant DeepL.","네. 무료 체험판은 1,000,000 자의 할당량을 제공하며 한 달 이내에만 사용할 수 있습니다. 고품질 번역을 계속 사용하려면 DeepL 유료 요금제를 구독하세요.","Tak. Bezpłatna wersja próbna zapewnia limit 1 000 000 znaków i jest ograniczona do jednego miesiąca. Aby kontynuować korzystanie z wysokiej jakości tłumaczeń, zasubskrybuj płatny plan DeepL.","Sì. La versione di prova gratuita offre una quota di 1.000.000 di caratteri ed è limitata a un mese. Per continuare a utilizzare traduzioni di alta qualità, iscriviti a un piano a pagamento DeepL.",Ja. De gratis proefversie biedt een quotum van 1.000.000 tekens en is beperkt tot één maand. Voor voortgezet gebruik van hoogwaardige vertalingen kunt u zich abonneren op een betaald DeepL-abonnement.,Evet. Ücretsiz deneme sürümü 1.000.000 karakter kotası sunar ve bir ayla sınırlıdır. Yüksek kaliteli çevirileri kullanmaya devam etmek için lütfen bir DeepL ücretli planına abone olun.,"ใช่ รุ่นทดลองใช้ฟรีให้โควตา 1,000,000 ตัวอักษรและจำกัดไว้ภายในหนึ่งเดือน หากต้องการใช้การแปลคุณภาพสูงอย่างต่อเนื่อง โปรดสมัครแผนชำระเงินของ DeepL","Ya. Uji coba gratis menyediakan kuota 1.000.000 karakter dan terbatas hingga satu bulan. Untuk penggunaan terjemahan berkualitas tinggi secara berkelanjutan, silakan berlangganan paket berbayar DeepL.","Có. Phiên bản dùng thử miễn phí cung cấp hạn mức 1.000.000 ký tự và chỉ giới hạn trong một tháng. Để tiếp tục sử dụng dịch thuật chất lượng cao, vui lòng đăng ký gói trả phí của DeepL.","Ja. Den gratis testversionen ger en kvot på 1 000 000 tecken och är begränsad till en månad. För fortsatt användning av översättningar av hög kvalitet, vänligen prenumerera på en betald DeepL-plan.",Ano. Bezplatná zkušební verze poskytuje kvótu 1 000 000 znaků a je omezena na jeden měsíc. Pro další používání vysoce kvalitního překladu si prosím předplaťte placený tarif DeepL.
docs/services/deepl.md,50,**Q：API Key 外洩怎麼辦？**,**Q：API Key 外泄怎么办？**,**Q: What should I do if my API Key is leaked?**,**Q: ¿Qué hago si se filtra mi API Key?**,**Q: ¿Qué hago si se filtra mi API Key?**,**Q: O que fazer se minha API Key vazar?**,**Q: O que fazer se a minha API Key for divulgada?**,**Q：API Key が漏洩した場合はどうすればよいですか？**,"**Q: Что делать, если мой API Key был скомпрометирован?**","**Q: Was tun, wenn mein API Key geleakt wurde?**",**Q : Que faire si ma clé API (API Key) a été divulguée ?**,**Q: API Key가 유출되면 어떻게 해야 하나요?**,"**Q: Co zrobić, jeśli mój API Key wycieknie?**",**Q: Cosa fare se la mia API Key viene compromessa?**,**Q: Wat moet ik doen als mijn API Key is gelekt?**,**Q: API Key'im sızdırılırsa ne yapmalıyım?**,**Q: ถ้า API Key รั่วไหลต้องทำอย่างไร?**,**Q: Apa yang harus dilakukan jika API Key saya bocor?**,**Q: Tôi phải làm gì nếu API Key bị rò rỉ?**,**Q: Vad ska jag göra om min API Key läcker?**,"**Q: Co dělat, když dojde k úniku mého API Key?**"
docs/services/deepl.md,51,回到 DeepL Account → API Keys & limits，刪除舊的 Key 並重新建立一個。,回到 DeepL Account → API Keys & limits，删除旧的 Key 并重新建立一个。,"Return to DeepL Account → API Keys & limits, delete the old Key, and create a new one.","Vuelve a DeepL Account → API Keys & limits, elimina la Key antigua y crea una nueva.","Vuelve a DeepL Account → API Keys & limits, elimina la Key antigua y crea una nueva.","Volte para DeepL Account → API Keys & limits, exclua a Key antiga e crie uma nova.","Volte para DeepL Account → API Keys & limita, elimine a Key antiga e crie uma nova.",DeepL Account → API Keys & limits に戻り、古い Key を削除して新しく作成します。,"Вернитесь в DeepL Account → API Keys & limits, удалите старый Key и создайте новый.","Gehen Sie zurück zu DeepL Account → API Keys & limits, löschen Sie den alten Key und erstellen Sie einen neuen.","Retournez dans DeepL Account → API Keys & limits, supprimez l'ancienne Key et créez-en une nouvelle.",DeepL Account → API Keys & limits로 돌아가 기존 Key를 삭제하고 새로 만드세요.,"Wróć do DeepL Account → API Keys & limits, usuń stary Key i utwórz nowy.","Torna a DeepL Account → API Keys & limits, elimina la vecchia Key e creane una nuova.","Ga terug naar DeepL Account → API Keys & limits, verwijder de oude Key en maak een nieuwe aan.","DeepL Account → API Keys & limits bölümüne dönün, eski Key değerini silin ve yeni bir tane oluşturun.",กลับไปที่ DeepL Account → API Keys & limits ลบ Key เก่าทิ้งแล้วสร้างใหม่,"Kembali ke DeepL Account → API Keys & limits, hapus Key lama dan buat yang baru.","Quay lại DeepL Account → API Keys & limits, xóa Key cũ và tạo một Key mới.","Gå till DeepL Account → API Keys & limits, ta bort den gamla Key:n och skapa en ny.","Vraťte se do DeepL Account → API Keys & limits, odstraňte starý Key a vytvořte nový."
sidebars.js,-,快速開始,快速开始,Quick Start,Inicio rápido,Inicio rápido,Início rápido,Início rápido,クイックスタート,Быстрый старт,Schnellstart,Démarrage rapide,빠른 시작,Szybki start,Avvio rapido,Snelstart,Hızlı Başlangıç,เริ่มต้นใช้งานด่วน,Mulai Cepat,Bắt đầu nhanh,Snabbstart,Rychlý start
sidebars.js,-,平台設定,平台设置,Platform Settings,Configuración de plataforma,Configuración de plataforma,Configurações da plataforma,Configurações da plataforma,プラットフォーム設定,Настройки платформы,Plattform-Einstellungen,Paramètres de la plateforme,플랫폼 설정,Ustawienia platformy,Impostazioni piattaforma,Platforminstellingen,Platform Ayarları,การตั้งค่าแพลตฟอร์ม,Pengaturan Platform,Cài đặt nền tảng,Plattforminställningar,Nastavení platformy
sidebars.js,-,金流設定,金流设置,Payment Settings,Configuración de pagos,Configuración de pagos,Configurações de pagamento,Configurações de pagamento,決済設定,Настройки оплаты,Zahlungseinstellungen,Paramètres de paiement,결제 설정,Ustawienia płatności,Impostazioni pagamento,Betalingsinstellingen,Ödeme Ayarları,การตั้งค่าการชำระเงิน,Pengaturan Pembayaran,Cài đặt thanh toán,Betalningsinställningar,Nastavení plateb
sidebars.js,-,第三方服務,第三方服务,Third-Party Services,Servicios de terceros,Servicios de terceros,Serviços de terceiros,Serviços de terceiros,サードパーティサービス,Сторонние сервисы,Drittanbieter-Dienste,Services tiers,타사 서비스,Usługi firm trzecich,Servizi di terze parti,Diensten van derden,Üçüncü Taraf Hizmetler,บริการจากบุคคลที่สาม,Layanan Pihak Ketiga,Dịch vụ bên thứ ba,Tredjepartstjänster,Služby třetích stran
